,Average Time,Game_Duration,Time_Per_Move,Number_of_Turns
11396,0.01,11.52,0.16,71
11397,0.02,7.03,0.11,64
11398,0.02,7.11,0.11,64
11399,0.02,14.64,0.25,59
11401,0.01,14.73,0.21,69
11402,0.02,6.97,0.15,45
11403,0.04,10.02,0.4,25
11444,0.03,3.56,0.11,31
11445,0.02,5.4,0.09,63
11446,0.01,20.82,0.19,111
11447,0.02,4.04,0.1,42
11448,0.03,3.37,0.09,39
11449,0.01,17.24,0.14,121
11451,0.02,9.41,0.2,47
11452,0.07,2.5,0.17,15
11453,0.01,17.16,0.15,115
11454,0.01,10.82,0.11,97
11455,0.02,6.96,0.13,54
11456,0.01,9.16,0.13,70
11457,0.03,4.8,0.15,31
11458,0.02,12.07,0.2,60
11459,0.01,15.96,0.16,97
11460,0.05,2.65,0.12,22
11461,0.01,8.55,0.12,69
11462,0.01,5.15,0.05,101
11463,0.02,7.81,0.14,57
11464,0.01,13.17,0.17,76
11465,0.01,15.66,0.13,120
11489,0.01,14.67,0.22,66
11490,0.02,16.99,0.26,65
11510,0.03,4.8,0.13,36
11511,0.02,7.28,0.17,42
11512,0.01,34.53,0.34,102
11513,0.01,25.91,0.29,88
11514,0.01,30.14,0.27,112
11515,0.03,15.74,0.4,39
11516,0.02,18.91,0.3,63
11517,0.03,8.02,0.23,35
11518,0.02,16.66,0.39,43
11519,0.01,27.6,0.23,120
11520,0.01,11.79,0.17,71
11521,0.01,31.48,0.35,90
11522,0.03,14.18,0.49,29
11523,0.01,41.15,0.47,87
11524,0.02,24.91,0.48,52
11525,0.02,19.77,0.37,53
11526,0.01,13.22,0.16,83
11527,0.01,13.42,0.2,67
11528,0.01,19.96,0.21,94
11529,0.01,29.51,0.22,137
11530,0.02,12.56,0.22,56
11531,0.03,7.8,0.22,35
11532,0.01,15.74,0.19,84
11533,0.03,20.28,0.55,37
11534,0.01,39.34,0.33,120
11535,0.01,39.98,0.52,77
11536,0.01,39.36,0.43,91
11537,0.01,31.14,0.38,81
11538,0.01,25.12,0.22,114
11539,0.03,10.07,0.26,38
11540,0.01,24.44,0.23,106
11541,0.02,21.9,0.38,58
11542,0.01,32.61,0.29,111
11543,0.02,15.88,0.27,59
11544,0.02,11.87,0.26,46
11545,0.01,29.1,0.24,122
11546,0.03,14.26,0.37,39
11547,0.01,24.65,0.32,77
11548,0.01,18.42,0.19,99
11549,0.01,30.41,0.3,102
11550,0.01,21.77,0.19,112
11551,0.03,10.91,0.29,38
11560,0.01,33.7,0.33,102
11561,0.02,8.57,0.18,48
11562,0.02,7.65,0.18,43
11563,0.01,23.53,0.24,100
11564,0.01,18.66,0.14,130
11565,0.02,16.79,0.26,65
11567,0.02,11.69,0.29,41
11568,0.03,9.74,0.27,36
11569,0.01,28.58,0.35,82
11570,0.08,1.7,0.13,13
11571,0.02,10.24,0.2,52
11572,0.03,9.06,0.23,39
11573,0.01,6.51,0.09,71
11574,0.01,20.18,0.19,106
11575,0.01,20.06,0.22,90
11576,0.03,7.72,0.26,30
11577,0.01,15.8,0.14,111
11578,0.03,4.25,0.13,32
11579,0.01,13.36,0.19,71
11580,0.03,15.51,0.39,40
11581,0.01,32.5,0.34,97
11582,0.01,30.41,0.26,117
11583,0.02,11.5,0.19,62
11584,0.07,11.96,0.85,14
11585,0.01,21.98,0.22,101
11586,0.01,12.74,0.18,69
11587,0.02,13.54,0.25,55
11588,0.03,7.2,0.22,32
11590,0.04,10.94,0.42,26
11591,0.06,2.85,0.17,17
11592,0.02,11.88,0.25,47
11593,0.01,19.96,0.23,85
11594,0.01,27.39,0.38,72
11595,0.04,12.29,0.46,27
11596,0.01,120.99,1.41,86
11597,0.02,30.19,0.58,52
11598,0.01,45.4,0.47,97
11599,0.02,20.28,0.39,52
11600,0.02,39.62,0.63,63
11601,0.01,45.32,0.53,86
11602,0.01,43.17,0.3,143
11603,0.01,121.26,1.6,76
11604,0.01,55.43,0.68,82
11605,0.02,21.8,0.44,50
